chrom	start	end	GC
chr7	157000000	157100000	0.49725
chr7	157100000	157200000	0.43641
chr7	157200000	157300000	0.46289
chr7	157300000	157400000	0.47031
chr7	157400000	157500000	0.52959
chr7	157500000	157600000	0.50894
chr7	157600000	157700000	0.52504
chr7	157700000	157800000	0.54504
chr7	157800000	157900000	0.53195
chr7	157900000	158000000	0.4996
chr7	158000000	158100000	0.50848
chr7	158100000	158200000	0.49581
chr7	158200000	158300000	0.47219
chr7	158300000	158400000	0.52183
chr7	158400000	158500000	0.51929
chr7	158500000	158600000	0.51708
chr7	158600000	158700000	0.42231
chr7	158700000	158800000	0.43823
chr7	158800000	158900000	0.4519
chr7	158900000	159000000	0.47904
chr7	159000000	159100000	0.49562
chr7	159100000	159200000	0.47092
chr7	159200000	159300000	0.41627
chr7	159300000	159345973	0.3966586050649098
chr8	0	100000	0.483975
chr8	100000	200000	0.39291
chr8	200000	300000	0.44211
chr8	300000	400000	0.4674
chr8	400000	500000	0.43196
chr8	500000	600000	0.44316
chr8	600000	700000	0.50554
chr8	700000	800000	0.48748
chr8	800000	900000	0.45616
chr8	900000	1000000	0.48094
chr8	1000000	1100000	0.50056
chr8	1100000	1200000	0.47238
chr8	1200000	1300000	0.45982
chr8	1300000	1400000	0.50158
chr8	1400000	1500000	0.4952
chr8	1500000	1600000	0.47982
chr8	1600000	1700000	0.46851
chr8	1700000	1800000	0.46724
chr8	1800000	1900000	0.50942
chr8	1900000	2000000	0.48502
chr8	2000000	2100000	0.48236
chr8	2100000	2200000	0.45325
chr8	2200000	2300000	0.46386
chr8	2300000	2400000	0.40052
chr8	2400000	2500000	0.44263
chr8	2500000	2600000	0.40588
chr8	2600000	2700000	0.40319
chr8	2700000	2800000	0.37483
chr8	2800000	2900000	0.39862
chr8	2900000	3000000	0.38873
chr8	3000000	3100000	0.39081
chr8	3100000	3200000	0.40112
chr8	3200000	3300000	0.40273
chr8	3300000	3400000	0.38581
chr8	3400000	3500000	0.39064
chr8	3500000	3600000	0.39458
chr8	3600000	3700000	0.38935
chr8	3700000	3800000	0.40148
chr8	3800000	3900000	0.37622
chr8	3900000	4000000	0.3766
chr8	4000000	4100000	0.37738
chr8	4100000	4200000	0.39055
chr8	4200000	4300000	0.37334
chr8	4300000	4400000	0.38354
chr8	4400000	4500000	0.37504
chr8	4500000	4600000	0.38261
chr8	4600000	4700000	0.37639
chr8	4700000	4800000	0.37522
chr8	4800000	4900000	0.36825
chr8	4900000	5000000	0.38487
chr8	5000000	5100000	0.37485
chr8	5100000	5200000	0.38392
chr8	5200000	5300000	0.37391
chr8	5300000	5400000	0.36966
chr8	5400000	5500000	0.37366
chr8	5500000	5600000	0.38124
chr8	5600000	5700000	0.39451
chr8	5700000	5800000	0.37816
chr8	5800000	5900000	0.37125
chr8	5900000	6000000	0.37543
chr8	6000000	6100000	0.41875
chr8	6100000	6200000	0.40637
chr8	6200000	6300000	0.42709
chr8	6300000	6400000	0.43362
chr8	6400000	6500000	0.40876
chr8	6500000	6600000	0.42172
chr8	6600000	6700000	0.43461
chr8	6700000	6800000	0.42385
chr8	6800000	6900000	0.46958
chr8	6900000	7000000	0.46264
chr8	7000000	7100000	0.45576
chr8	7100000	7200000	0.43171
chr8	7200000	7300000	0.50985
chr8	7300000	7400000	0.4117
chr8	7400000	7500000	0.42226
chr8	7500000	7600000	0.47501
chr8	7600000	7700000	0.50028
chr8	7700000	7800000	0.50353
chr8	7800000	7900000	0.41776
chr8	7900000	8000000	0.41637
chr8	8000000	8100000	0.48205
chr8	8100000	8200000	0.44418
chr8	8200000	8300000	0.44631
chr8	8300000	8400000	0.43905
chr8	8400000	8500000	0.42756
chr8	8500000	8600000	0.4174
chr8	8600000	8700000	0.41437
chr8	8700000	8800000	0.43173
chr8	8800000	8900000	0.44296
chr8	8900000	9000000	0.42518
chr8	9000000	9100000	0.41618
chr8	9100000	9200000	0.43833
chr8	9200000	9300000	0.42776
chr8	9300000	9400000	0.43597
chr8	9400000	9500000	0.42597
chr8	9500000	9600000	0.40511
chr8	9600000	9700000	0.36809
chr8	9700000	9800000	0.38059
chr8	9800000	9900000	0.43972
chr8	9900000	10000000	0.44797
chr8	10000000	10100000	0.40889
chr8	10100000	10200000	0.42827
chr8	10200000	10300000	0.41966
chr8	10300000	10400000	0.45283
chr8	10400000	10500000	0.43962
chr8	10500000	10600000	0.48161
chr8	10600000	10700000	0.50879
chr8	10700000	10800000	0.4579
chr8	10800000	10900000	0.44489
chr8	10900000	11000000	0.48898
chr8	11000000	11100000	0.48659
chr8	11100000	11200000	0.40378
chr8	11200000	11300000	0.42569
chr8	11300000	11400000	0.41292
chr8	11400000	11500000	0.49402
chr8	11500000	11600000	0.48754
chr8	11600000	11700000	0.46869
chr8	11700000	11800000	0.47971
chr8	11800000	11900000	0.47461
chr8	11900000	12000000	0.45756
chr8	12000000	12100000	0.40898
chr8	12100000	12200000	0.44468
chr8	12200000	12300000	0.43668
chr8	12300000	12400000	0.39485
chr8	12400000	12500000	0.4689
chr8	12500000	12600000	0.44082
chr8	12600000	12700000	0.4686
chr8	12700000	12800000	0.41188
chr8	12800000	12900000	0.40352
chr8	12900000	13000000	0.41331
chr8	13000000	13100000	0.42392
chr8	13100000	13200000	0.41385
chr8	13200000	13300000	0.38482
chr8	13300000	13400000	0.38485
chr8	13400000	13500000	0.37623
chr8	13500000	13600000	0.36214
chr8	13600000	13700000	0.36464
chr8	13700000	13800000	0.36787
chr8	13800000	13900000	0.35992
chr8	13900000	14000000	0.36046
chr8	14000000	14100000	0.35022
chr8	14100000	14200000	0.3589
chr8	14200000	14300000	0.34672
chr8	14300000	14400000	0.34685
chr8	14400000	14500000	0.34999
chr8	14500000	14600000	0.34487
chr8	14600000	14700000	0.34501
chr8	14700000	14800000	0.3494
chr8	14800000	14900000	0.36035
chr8	14900000	15000000	0.35067
chr8	15000000	15100000	0.36792
chr8	15100000	15200000	0.37417
chr8	15200000	15300000	0.36726
chr8	15300000	15400000	0.3696
chr8	15400000	15500000	0.38459
chr8	15500000	15600000	0.3833
chr8	15600000	15700000	0.36381
chr8	15700000	15800000	0.35795
chr8	15800000	15900000	0.36846
chr8	15900000	16000000	0.38243
chr8	16000000	16100000	0.37564
chr8	16100000	16200000	0.3589
chr8	16200000	16300000	0.35872
chr8	16300000	16400000	0.35092
chr8	16400000	16500000	0.35666
chr8	16500000	16600000	0.3446
chr8	16600000	16700000	0.35889
chr8	16700000	16800000	0.38354
chr8	16800000	16900000	0.36671
chr8	16900000	17000000	0.37806
chr8	17000000	17100000	0.37328
chr8	17100000	17200000	0.38398
chr8	17200000	17300000	0.36593
chr8	17300000	17400000	0.40647
chr8	17400000	17500000	0.40091
chr8	17500000	17600000	0.41354
chr8	17600000	17700000	0.42425
chr8	17700000	17800000	0.40627
chr8	17800000	17900000	0.38316
chr8	17900000	18000000	0.37302
chr8	18000000	18100000	0.3944
chr8	18100000	18200000	0.39356
chr8	18200000	18300000	0.3921
chr8	18300000	18400000	0.38752
chr8	18400000	18500000	0.40196
chr8	18500000	18600000	0.39713
chr8	18600000	18700000	0.39736
chr8	18700000	18800000	0.38644
chr8	18800000	18900000	0.40172
chr8	18900000	19000000	0.39972
chr8	19000000	19100000	0.42255
chr8	19100000	19200000	0.4073
chr8	19200000	19300000	0.40776
chr8	19300000	19400000	0.42698
chr8	19400000	19500000	0.43126
chr8	19500000	19600000	0.41093
chr8	19600000	19700000	0.41278
chr8	19700000	19800000	0.40339
chr8	19800000	19900000	0.41709
chr8	19900000	20000000	0.3981
chr8	20000000	20100000	0.40727
chr8	20100000	20200000	0.43615
chr8	20200000	20300000	0.47038
chr8	20300000	20400000	0.44857
chr8	20400000	20500000	0.45105
chr8	20500000	20600000	0.43075
chr8	20600000	20700000	0.41814
chr8	20700000	20800000	0.42636
chr8	20800000	20900000	0.42188
chr8	20900000	21000000	0.43555
chr8	21000000	21100000	0.44053
chr8	21100000	21200000	0.43973
chr8	21200000	21300000	0.4168
chr8	21300000	21400000	0.43151
chr8	21400000	21500000	0.44405
chr8	21500000	21600000	0.43708
chr8	21600000	21700000	0.47679
chr8	21700000	21800000	0.5247
chr8	21800000	21900000	0.48553
chr8	21900000	22000000	0.42327
chr8	22000000	22100000	0.51825
chr8	22100000	22200000	0.56255
chr8	22200000	22300000	0.4903
chr8	22300000	22400000	0.44993
chr8	22400000	22500000	0.42685
chr8	22500000	22600000	0.48844
chr8	22600000	22700000	0.51156
chr8	22700000	22800000	0.5167
chr8	22800000	22900000	0.46754
chr8	22900000	23000000	0.47441
chr8	23000000	23100000	0.46135
chr8	23100000	23200000	0.46195
chr8	23200000	23300000	0.46234
chr8	23300000	23400000	0.48536
chr8	23400000	23500000	0.45045
chr8	23500000	23600000	0.45476
chr8	23600000	23700000	0.4142
chr8	23700000	23800000	0.44634
chr8	23800000	23900000	0.39528
chr8	23900000	24000000	0.40307
chr8	24000000	24100000	0.36893
chr8	24100000	24200000	0.36869
chr8	24200000	24300000	0.37791
chr8	24300000	24400000	0.35908
chr8	24400000	24500000	0.36824
chr8	24500000	24600000	0.37586
chr8	24600000	24700000	0.3776
chr8	24700000	24800000	0.38398
chr8	24800000	24900000	0.38556
chr8	24900000	25000000	0.41554
chr8	25000000	25100000	0.41484
chr8	25100000	25200000	0.41498
chr8	25200000	25300000	0.42054
chr8	25300000	25400000	0.42326
chr8	25400000	25500000	0.39506
chr8	25500000	25600000	0.42196
chr8	25600000	25700000	0.41713
chr8	25700000	25800000	0.37873
chr8	25800000	25900000	0.40969
chr8	25900000	26000000	0.41955
chr8	26000000	26100000	0.44232
chr8	26100000	26200000	0.43168
chr8	26200000	26300000	0.43486
chr8	26300000	26400000	0.38409
chr8	26400000	26500000	0.43881
chr8	26500000	26600000	0.44549
chr8	26600000	26700000	0.45499
chr8	26700000	26800000	0.41273
chr8	26800000	26900000	0.39861
chr8	26900000	27000000	0.37658
chr8	27000000	27100000	0.40068
chr8	27100000	27200000	0.38709
chr8	27200000	27300000	0.43812
chr8	27300000	27400000	0.46499
chr8	27400000	27500000	0.47952
chr8	27500000	27600000	0.48022
chr8	27600000	27700000	0.46388
chr8	27700000	27800000	0.40924
chr8	27800000	27900000	0.4236
chr8	27900000	28000000	0.48788
chr8	28000000	28100000	0.44496
chr8	28100000	28200000	0.40306
chr8	28200000	28300000	0.43078
chr8	28300000	28400000	0.4691
chr8	28400000	28500000	0.44957
chr8	28500000	28600000	0.37721
chr8	28600000	28700000	0.44231
chr8	28700000	28800000	0.44401
chr8	28800000	28900000	0.40599
chr8	28900000	29000000	0.36741
chr8	29000000	29100000	0.41695
chr8	29100000	29200000	0.41314
chr8	29200000	29300000	0.42069
chr8	29300000	29400000	0.45336
chr8	29400000	29500000	0.41553
chr8	29500000	29600000	0.44106
chr8	29600000	29700000	0.41853
chr8	29700000	29800000	0.42383
chr8	29800000	29900000	0.43239
chr8	29900000	30000000	0.40963
chr8	30000000	30100000	0.42684
chr8	30100000	30200000	0.41935
chr8	30200000	30300000	0.4486
chr8	30300000	30400000	0.43147
chr8	30400000	30500000	0.40675
chr8	30500000	30600000	0.43972
chr8	30600000	30700000	0.40817
chr8	30700000	30800000	0.44132
chr8	30800000	30900000	0.3789
chr8	30900000	31000000	0.40603
chr8	31000000	31100000	0.36542
chr8	31100000	31200000	0.37429
chr8	31200000	31300000	0.40834
chr8	31300000	31400000	0.38274
chr8	31400000	31500000	0.38694
chr8	31500000	31600000	0.36965
chr8	31600000	31700000	0.38316
chr8	31700000	31800000	0.36857
chr8	31800000	31900000	0.37218
chr8	31900000	32000000	0.37206
chr8	32000000	32100000	0.37332
chr8	32100000	32200000	0.38944
chr8	32200000	32300000	0.38352
chr8	32300000	32400000	0.38523
chr8	32400000	32500000	0.39506
chr8	32500000	32600000	0.38284
chr8	32600000	32700000	0.36752
chr8	32700000	32800000	0.38066
chr8	32800000	32900000	0.37769
chr8	32900000	33000000	0.38202
chr8	33000000	33100000	0.38082
chr8	33100000	33200000	0.37995
chr8	33200000	33300000	0.39525
chr8	33300000	33400000	0.39975
chr8	33400000	33500000	0.43277
chr8	33500000	33600000	0.46695
chr8	33600000	33700000	0.43763
chr8	33700000	33800000	0.42256
chr8	33800000	33900000	0.38422
chr8	33900000	34000000	0.39388
chr8	34000000	34100000	0.3962
chr8	34100000	34200000	0.38338
chr8	34200000	34300000	0.37263
chr8	34300000	34400000	0.36032
chr8	34400000	34500000	0.37762
chr8	34500000	34600000	0.38045
chr8	34600000	34700000	0.36397
chr8	34700000	34800000	0.36549
chr8	34800000	34900000	0.3779
chr8	34900000	35000000	0.37958
chr8	35000000	35100000	0.37352
chr8	35100000	35200000	0.36451
chr8	35200000	35300000	0.37787
chr8	35300000	35400000	0.37857
chr8	35400000	35500000	0.37487
chr8	35500000	35600000	0.39181
chr8	35600000	35700000	0.39002
chr8	35700000	35800000	0.39794
chr8	35800000	35900000	0.38472
chr8	35900000	36000000	0.39525
chr8	36000000	36100000	0.38845
chr8	36100000	36200000	0.37194
chr8	36200000	36300000	0.3914
chr8	36300000	36400000	0.3892
chr8	36400000	36500000	0.38107
chr8	36500000	36600000	0.38934
chr8	36600000	36700000	0.37956
chr8	36700000	36800000	0.38174
chr8	36800000	36900000	0.3723
chr8	36900000	37000000	0.38967
chr8	37000000	37100000	0.40767
chr8	37100000	37200000	0.41261
chr8	37200000	37300000	0.42708
chr8	37300000	37400000	0.44302
chr8	37400000	37500000	0.42417
chr8	37500000	37600000	0.47859
chr8	37600000	37700000	0.46046
chr8	37700000	37800000	0.47094
chr8	37800000	37900000	0.50673
chr8	37900000	38000000	0.47794
chr8	38000000	38100000	0.46483
chr8	38100000	38200000	0.44551
chr8	38200000	38300000	0.41401
chr8	38300000	38400000	0.39832
chr8	38400000	38500000	0.4891
chr8	38500000	38600000	0.46118
chr8	38600000	38700000	0.44575
chr8	38700000	38800000	0.4435
chr8	38800000	38900000	0.42395
chr8	38900000	39000000	0.46259
chr8	39000000	39100000	0.37361
chr8	39100000	39200000	0.38609
chr8	39200000	39300000	0.36183
chr8	39300000	39400000	0.36353
chr8	39400000	39500000	0.36814
chr8	39500000	39600000	0.33937
chr8	39600000	39700000	0.34567
chr8	39700000	39800000	0.34509
chr8	39800000	39900000	0.37881
chr8	39900000	40000000	0.41251
chr8	40000000	40100000	0.40285
chr8	40100000	40200000	0.39311
chr8	40200000	40300000	0.37505
chr8	40300000	40400000	0.40499
chr8	40400000	40500000	0.41616
chr8	40500000	40600000	0.39471
chr8	40600000	40700000	0.39073
chr8	40700000	40800000	0.4085
chr8	40800000	40900000	0.43878
chr8	40900000	41000000	0.43501
chr8	41000000	41100000	0.4157
chr8	41100000	41200000	0.45708
chr8	41200000	41300000	0.45568
chr8	41300000	41400000	0.44462
chr8	41400000	41500000	0.42606
chr8	41500000	41600000	0.43996
chr8	41600000	41700000	0.51465
chr8	41700000	41800000	0.49084
chr8	41800000	41900000	0.48111
chr8	41900000	42000000	0.40332
chr8	42000000	42100000	0.40857
chr8	42100000	42200000	0.4579
chr8	42200000	42300000	0.46834
chr8	42300000	42400000	0.43669
chr8	42400000	42500000	0.45616
chr8	42500000	42600000	0.42974
chr8	42600000	42700000	0.44864
chr8	42700000	42800000	0.44902
chr8	42800000	42900000	0.43205
chr8	42900000	43000000	0.40572
chr8	43000000	43100000	0.42462
chr8	43100000	43200000	0.43891
chr8	43200000	43300000	0.39955
chr8	43300000	43400000	0.378
chr8	43400000	43500000	0.39025
chr8	43500000	43600000	0.45672
chr8	43600000	43700000	0.3723
chr8	43700000	43800000	0.37406
chr8	43800000	43900000	0.37696
chr8	43900000	44000000	0.3716803591899121
chr8	44000000	44100000	0.39119475971987444
chr8	44100000	44200000	0.39111
chr8	44200000	44300000	0.39127127127127126
chr8	44300000	44400000	0.3909
chr8	44400000	44500000	0.3912
chr8	44500000	44600000	0.39093
chr8	44600000	44700000	0.39112
chr8	44700000	44800000	0.39102
chr8	44800000	44900000	0.39103
chr8	44900000	45000000	0.39149
chr8	45000000	45100000	0.39127
chr8	45100000	45200000	0.3916916916916917
chr8	45200000	45300000	0.39129
chr8	45300000	45400000	0.3918018018018018
chr8	45400000	45500000	0.39181
chr8	45500000	45600000	0.3916016016016016
chr8	45600000	45700000	0.39195
chr8	45700000	45800000	0.39213
chr8	45800000	45900000	0.39138210328516815
chr8	45900000	46000000	0.3718842372997869
chr8	46000000	46100000	0.43145
chr8	46100000	46200000	0.53112
chr8	46200000	46300000	0.52939
chr8	46300000	46400000	0.44478
chr8	46400000	46500000	0.46948
chr8	46500000	46600000	0.37101
chr8	46600000	46700000	0.40974
chr8	46700000	46800000	0.38438
chr8	46800000	46900000	0.41418
chr8	46900000	47000000	0.43969
chr8	47000000	47100000	0.39562
chr8	47100000	47200000	0.41997
chr8	47200000	47300000	0.41633
chr8	47300000	47400000	0.40402
chr8	47400000	47500000	0.39682
chr8	47500000	47600000	0.4003
chr8	47600000	47700000	0.41328
chr8	47700000	47800000	0.44566
chr8	47800000	47900000	0.4167
chr8	47900000	48000000	0.43743
chr8	48000000	48100000	0.42285
chr8	48100000	48200000	0.44883
chr8	48200000	48300000	0.42174
chr8	48300000	48400000	0.43132
chr8	48400000	48500000	0.44268
chr8	48500000	48600000	0.44148
chr8	48600000	48700000	0.43206
chr8	48700000	48800000	0.41704
chr8	48800000	48900000	0.42714
chr8	48900000	49000000	0.40238
chr8	49000000	49100000	0.38751
chr8	49100000	49200000	0.36745
chr8	49200000	49300000	0.36574
chr8	49300000	49400000	0.3639
chr8	49400000	49500000	0.37813
chr8	49500000	49600000	0.36217
chr8	49600000	49700000	0.37145
chr8	49700000	49800000	0.37185
chr8	49800000	49900000	0.3596
chr8	49900000	50000000	0.36453
chr8	50000000	50100000	0.35864
chr8	50100000	50200000	0.37187
chr8	50200000	50300000	0.35238
chr8	50300000	50400000	0.36464
chr8	50400000	50500000	0.35899
chr8	50500000	50600000	0.3519
chr8	50600000	50700000	0.35715
chr8	50700000	50800000	0.34631
chr8	50800000	50900000	0.35072
chr8	50900000	51000000	0.3556
chr8	51000000	51100000	0.35502
chr8	51100000	51200000	0.37033
chr8	51200000	51300000	0.37173
chr8	51300000	51400000	0.38699
chr8	51400000	51500000	0.38259
chr8	51500000	51600000	0.38101
chr8	51600000	51700000	0.38572
chr8	51700000	51800000	0.39399
chr8	51800000	51900000	0.3719
chr8	51900000	52000000	0.402
chr8	52000000	52100000	0.39942
chr8	52100000	52200000	0.39782
chr8	52200000	52300000	0.38388
chr8	52300000	52400000	0.39937
chr8	52400000	52500000	0.40459
chr8	52500000	52600000	0.41163
chr8	52600000	52700000	0.36451
chr8	52700000	52800000	0.41083
chr8	52800000	52900000	0.39502
chr8	52900000	53000000	0.41166
chr8	53000000	53100000	0.39392
chr8	53100000	53200000	0.38293
chr8	53200000	53300000	0.40238
chr8	53300000	53400000	0.38565
chr8	53400000	53500000	0.40981
chr8	53500000	53600000	0.41997
chr8	53600000	53700000	0.41078
chr8	53700000	53800000	0.39807
chr8	53800000	53900000	0.41342
chr8	53900000	54000000	0.4035
chr8	54000000	54100000	0.41541
chr8	54100000	54200000	0.4283
chr8	54200000	54300000	0.43738
chr8	54300000	54400000	0.41571
chr8	54400000	54500000	0.42389
chr8	54500000	54600000	0.39702
chr8	54600000	54700000	0.37539
chr8	54700000	54800000	0.37555
chr8	54800000	54900000	0.38249
chr8	54900000	55000000	0.38605
chr8	55000000	55100000	0.39662
chr8	55100000	55200000	0.39763
chr8	55200000	55300000	0.39792
chr8	55300000	55400000	0.4015
chr8	55400000	55500000	0.41621
chr8	55500000	55600000	0.39801
chr8	55600000	55700000	0.40606
chr8	55700000	55800000	0.39176
chr8	55800000	55900000	0.43505
chr8	55900000	56000000	0.42854
chr8	56000000	56100000	0.43067
chr8	56100000	56200000	0.40607
chr8	56200000	56300000	0.3979
chr8	56300000	56400000	0.39783
chr8	56400000	56500000	0.39536
chr8	56500000	56600000	0.41349
chr8	56600000	56700000	0.38332
chr8	56700000	56800000	0.37007
chr8	56800000	56900000	0.37944
chr8	56900000	57000000	0.39739
chr8	57000000	57100000	0.39437
chr8	57100000	57200000	0.38448
chr8	57200000	57300000	0.43528
chr8	57300000	57400000	0.42543
chr8	57400000	57500000	0.38261
chr8	57500000	57600000	0.38658
chr8	57600000	57700000	0.37919
chr8	57700000	57800000	0.3793
chr8	57800000	57900000	0.37984
chr8	57900000	58000000	0.38326
chr8	58000000	58100000	0.40076
chr8	58100000	58200000	0.41023
chr8	58200000	58300000	0.38586
chr8	58300000	58400000	0.37709
chr8	58400000	58500000	0.38824
chr8	58500000	58600000	0.38059
chr8	58600000	58700000	0.3979
chr8	58700000	58800000	0.3875
chr8	58800000	58900000	0.36932
chr8	58900000	59000000	0.38115
chr8	59000000	59100000	0.37583
chr8	59100000	59200000	0.37542
chr8	59200000	59300000	0.366
chr8	59300000	59400000	0.37701
chr8	59400000	59500000	0.36468
chr8	59500000	59600000	0.35148
chr8	59600000	59700000	0.35006
chr8	59700000	59800000	0.35791
chr8	59800000	59900000	0.35932
chr8	59900000	60000000	0.36726
chr8	60000000	60100000	0.3772
chr8	60100000	60200000	0.37956
chr8	60200000	60300000	0.40079
chr8	60300000	60400000	0.40308
chr8	60400000	60500000	0.42049
chr8	60500000	60600000	0.39683
chr8	60600000	60700000	0.41455
chr8	60700000	60800000	0.39879
chr8	60800000	60900000	0.40386
chr8	60900000	61000000	0.44432
chr8	61000000	61100000	0.42728
chr8	61100000	61200000	0.40557
chr8	61200000	61300000	0.39366
chr8	61300000	61400000	0.39343
chr8	61400000	61500000	0.39596
chr8	61500000	61600000	0.39286
chr8	61600000	61700000	0.37068
chr8	61700000	61800000	0.39468
chr8	61800000	61900000	0.38444
chr8	61900000	62000000	0.36834
chr8	62000000	62100000	0.364
chr8	62100000	62200000	0.37235
chr8	62200000	62300000	0.37565
chr8	62300000	62400000	0.36781
chr8	62400000	62500000	0.36785
chr8	62500000	62600000	0.37009
chr8	62600000	62700000	0.38134
chr8	62700000	62800000	0.36716
chr8	62800000	62900000	0.37661
chr8	62900000	63000000	0.38937
chr8	63000000	63100000	0.39113
chr8	63100000	63200000	0.4064
chr8	63200000	63300000	0.39558
chr8	63300000	63400000	0.39814
chr8	63400000	63500000	0.37646
chr8	63500000	63600000	0.38236
chr8	63600000	63700000	0.36178
chr8	63700000	63800000	0.36741
chr8	63800000	63900000	0.36389
chr8	63900000	64000000	0.34928
chr8	64000000	64100000	0.34724
chr8	64100000	64200000	0.37548
chr8	64200000	64300000	0.34993
chr8	64300000	64400000	0.37617
chr8	64400000	64500000	0.39292
chr8	64500000	64600000	0.37565
chr8	64600000	64700000	0.37757
chr8	64700000	64800000	0.37775
chr8	64800000	64900000	0.37336
chr8	64900000	65000000	0.36837
chr8	65000000	65100000	0.3758
chr8	65100000	65200000	0.38867
chr8	65200000	65300000	0.38508
chr8	65300000	65400000	0.38892
chr8	65400000	65500000	0.38978
chr8	65500000	65600000	0.40636
chr8	65600000	65700000	0.41995
chr8	65700000	65800000	0.38294
chr8	65800000	65900000	0.38675
chr8	65900000	66000000	0.41161
chr8	66000000	66100000	0.40678
chr8	66100000	66200000	0.41122
chr8	66200000	66300000	0.41347
chr8	66300000	66400000	0.4038
chr8	66400000	66500000	0.41906
chr8	66500000	66600000	0.41507
chr8	66600000	66700000	0.40595
chr8	66700000	66800000	0.41776
chr8	66800000	66900000	0.38932
chr8	66900000	67000000	0.41066
chr8	67000000	67100000	0.39052
chr8	67100000	67200000	0.38023
chr8	67200000	67300000	0.37187
chr8	67300000	67400000	0.41582
chr8	67400000	67500000	0.39604
chr8	67500000	67600000	0.39597
chr8	67600000	67700000	0.40464
chr8	67700000	67800000	0.40757
chr8	67800000	67900000	0.38734
chr8	67900000	68000000	0.38753
chr8	68000000	68100000	0.36459
chr8	68100000	68200000	0.36638
chr8	68200000	68300000	0.37828
chr8	68300000	68400000	0.37613
chr8	68400000	68500000	0.37561
chr8	68500000	68600000	0.35214
chr8	68600000	68700000	0.371
chr8	68700000	68800000	0.36706
chr8	68800000	68900000	0.37184
chr8	68900000	69000000	0.37091
chr8	69000000	69100000	0.36072
chr8	69100000	69200000	0.37132
chr8	69200000	69300000	0.37606
chr8	69300000	69400000	0.41139
chr8	69400000	69500000	0.38289
chr8	69500000	69600000	0.40069
chr8	69600000	69700000	0.40695
chr8	69700000	69800000	0.39469
chr8	69800000	69900000	0.4163
chr8	69900000	70000000	0.43659
chr8	70000000	70100000	0.45774
chr8	70100000	70200000	0.39961
chr8	70200000	70300000	0.37593
chr8	70300000	70400000	0.37016
chr8	70400000	70500000	0.405
chr8	70500000	70600000	0.39736
chr8	70600000	70700000	0.39503
chr8	70700000	70800000	0.37531
chr8	70800000	70900000	0.37416
chr8	70900000	71000000	0.38477
chr8	71000000	71100000	0.38331
chr8	71100000	71200000	0.39045
chr8	71200000	71300000	0.37852
chr8	71300000	71400000	0.36906
chr8	71400000	71500000	0.37818
chr8	71500000	71600000	0.37457
chr8	71600000	71700000	0.39015
chr8	71700000	71800000	0.37864
chr8	71800000	71900000	0.39442
chr8	71900000	72000000	0.38148
chr8	72000000	72100000	0.36891
chr8	72100000	72200000	0.39309
chr8	72200000	72300000	0.38135
chr8	72300000	72400000	0.38595
chr8	72400000	72500000	0.37804
chr8	72500000	72600000	0.37518
chr8	72600000	72700000	0.38353
chr8	72700000	72800000	0.39386
chr8	72800000	72900000	0.39125
chr8	72900000	73000000	0.40313
chr8	73000000	73100000	0.40473
chr8	73100000	73200000	0.42221
chr8	73200000	73300000	0.40822
chr8	73300000	73400000	0.42887
chr8	73400000	73500000	0.41794
chr8	73500000	73600000	0.36807
chr8	73600000	73700000	0.37471
chr8	73700000	73800000	0.39695
chr8	73800000	73900000	0.40266
chr8	73900000	74000000	0.4233
chr8	74000000	74100000	0.41459
chr8	74100000	74200000	0.41609
chr8	74200000	74300000	0.40031
chr8	74300000	74400000	0.39371
chr8	74400000	74500000	0.36948
chr8	74500000	74600000	0.37719
chr8	74600000	74700000	0.37539
chr8	74700000	74800000	0.37361
chr8	74800000	74900000	0.36633
chr8	74900000	75000000	0.36956
chr8	75000000	75100000	0.34857
chr8	75100000	75200000	0.35214
chr8	75200000	75300000	0.36609
chr8	75300000	75400000	0.36731
chr8	75400000	75500000	0.36799
chr8	75500000	75600000	0.3441
chr8	75600000	75700000	0.36222
chr8	75700000	75800000	0.35535
chr8	75800000	75900000	0.34146
chr8	75900000	76000000	0.34446
chr8	76000000	76100000	0.34633
chr8	76100000	76200000	0.342
chr8	76200000	76300000	0.33881
chr8	76300000	76400000	0.34812
chr8	76400000	76500000	0.35747
chr8	76500000	76600000	0.35587
chr8	76600000	76700000	0.35957
chr8	76700000	76800000	0.35875
chr8	76800000	76900000	0.37133
chr8	76900000	77000000	0.36849
chr8	77000000	77100000	0.37157
chr8	77100000	77200000	0.34665
chr8	77200000	77300000	0.34481
chr8	77300000	77400000	0.33578
chr8	77400000	77500000	0.33422
chr8	77500000	77600000	0.33508
chr8	77600000	77700000	0.34681
chr8	77700000	77800000	0.3407
chr8	77800000	77900000	0.35395
chr8	77900000	78000000	0.35233
chr8	78000000	78100000	0.34497
chr8	78100000	78200000	0.36243
chr8	78200000	78300000	0.34622
chr8	78300000	78400000	0.3568
chr8	78400000	78500000	0.34517
chr8	78500000	78600000	0.35108
chr8	78600000	78700000	0.35364
chr8	78700000	78800000	0.35352
chr8	78800000	78900000	0.36252
chr8	78900000	79000000	0.35687
chr8	79000000	79100000	0.3549
chr8	79100000	79200000	0.36601
chr8	79200000	79300000	0.36386
chr8	79300000	79400000	0.37793
chr8	79400000	79500000	0.37421
chr8	79500000	79600000	0.36728
chr8	79600000	79700000	0.38803
chr8	79700000	79800000	0.42044
